City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Itigi,TZ,-5.7,34.4833,74.07,40,78,10.09,broken clouds
701,Linjiang,CN,41.8069,126.9078,50.11,75,87,1.39,overcast clouds
702,Skibbereen,IE,51.55,-9.2667,57.0,93,100,14.99,overcast clouds
703,Koygorodok,RU,60.445,50.9968,36.25,81,30,2.01,scattered clouds
704,Cap Malheureux,MU,-19.9842,57.6142,72.09,83,37,11.01,moderate rain
705,Plunge,LT,55.9114,21.8442,59.7,98,99,9.53,overcast clouds
706,Zavetnoye,RU,47.1194,43.8903,65.55,63,74,9.55,broken clouds
707,Hami,CN,42.8,93.45,74.59,18,94,5.39,overcast clouds
708,Manzil Salim,TN,35.8567,8.4765,80.6,34,5,13.78,clear sky
709,Murakami,JP,38.2333,139.4833,62.53,84,34,5.32,scattered clouds
710,Flinders,AU,-34.5833,150.8552,56.21,64,10,6.51,clear sky
711,Cortez,US,37.3489,-108.5859,86.67,31,1,10.36,clear sky
712,Kharp,RU,66.8014,65.8081,38.14,96,100,7.07,overcast clouds
713,Jalingo,NG,8.8833,11.3667,77.47,85,65,3.53,moderate rain
714,Erenhot,CN,43.6475,111.9767,58.19,56,97,14.7,overcast clouds
715,Kendari,ID,-3.945,122.4989,73.94,94,77,0.54,broken clouds
716,Maloy,NO,61.9353,5.1136,55.24,76,72,13.11,broken clouds
